"","model","measure","threshold","perf"
"2472","SVM","fn",0.47,14
"2473","SVM","fn",0.48,15
"2474","SVM","fn",0.49,15
"2475","SVM","fn",0.5,15
"2476","SVM","fn",0.51,15
"2477","SVM","fn",0.52,15
"2478","SVM","fn",0.53,15
"2479","SVM","fn",0.54,15
"2480","SVM","fn",0.55,15
"2481","SVM","fn",0.56,15
"2482","SVM","fn",0.57,15
"2483","SVM","fn",0.58,15
"2484","SVM","fn",0.59,15
"2485","SVM","fn",0.6,15.5
"2486","SVM","fn",0.61,16
"2487","SVM","fn",0.62,16
"2488","SVM","fn",0.63,16
"2489","SVM","fn",0.64,16
"2490","SVM","fn",0.65,16
"2491","SVM","fn",0.66,16
"2492","SVM","fn",0.67,16
"2493","SVM","fn",0.68,16
"2494","SVM","fn",0.69,16
"2495","SVM","fn",0.7,16
"2496","SVM","fn",0.71,16
"2497","SVM","fn",0.72,16.5
"2498","SVM","fn",0.73,17
"2499","SVM","fn",0.74,17
"2500","SVM","fn",0.75,17
"2501","SVM","fn",0.76,18
"2502","SVM","fn",0.77,19
"2503","SVM","fn",0.78,20.5
"2504","SVM","fn",0.79,21
"2505","SVM","fn",0.8,22
"2506","SVM","fn",0.81,23
"2507","SVM","fn",0.82,24
"2508","SVM","fn",0.83,29
"2509","SVM","fn",0.84,60
"2510","SVM","fn",0.85,112
"2511","SVM","fn",0.86,122
"2512","SVM","fn",0.87,125
"2513","SVM","fn",0.88,130
"2514","SVM","fn",0.89,130
"2515","SVM","fn",0.9,132.5
"2516","SVM","fn",0.91,135
"2517","SVM","fn",0.92,136
"2518","SVM","fn",0.93,136
"2519","SVM","fn",0.94,136
"2520","SVM","fn",0.95,136.5
"2521","SVM","fn",0.96,137
"2522","SVM","fn",0.97,137
"2523","SVM","fn",0.98,137
"2524","SVM","fn",0.99,137
"2525","SVM","fn",1,137
"2526","SVM","fp",0,86
"2527","SVM","fp",0.01,86
"2528","SVM","fp",0.02,86
"2529","SVM","fp",0.03,86
"2530","SVM","fp",0.04,86
"2531","SVM","fp",0.05,86
"2532","SVM","fp",0.06,85
"2533","SVM","fp",0.07,81
"2534","SVM","fp",0.08,78
"2535","SVM","fp",0.09,76.5
"2536","SVM","fp",0.1,76
"2537","SVM","fp",0.11,76
"2538","SVM","fp",0.12,72.5
"2539","SVM","fp",0.13,65.5
"2540","SVM","fp",0.14,59.5
"2541","SVM","fp",0.15,56
"2542","SVM","fp",0.16,52.5
"2543","SVM","fp",0.17,37.5
"2544","SVM","fp",0.18,33.5
"2545","SVM","fp",0.19,32
"2546","SVM","fp",0.2,31
"2547","SVM","fp",0.21,30
"2548","SVM","fp",0.22,29
"2549","SVM","fp",0.23,29
"2550","SVM","fp",0.24,29
"2551","SVM","fp",0.25,29
"2552","SVM","fp",0.26,29
"2553","SVM","fp",0.27,29
"2554","SVM","fp",0.28,26.5
"2555","SVM","fp",0.29,24
"2556","SVM","fp",0.3,24
"2557","SVM","fp",0.31,24
"2558","SVM","fp",0.32,24
"2559","SVM","fp",0.33,24
"2560","SVM","fp",0.34,23
"2561","SVM","fp",0.35,21
"2562","SVM","fp",0.36,20
"2563","SVM","fp",0.37,20
"2564","SVM","fp",0.38,20
"2565","SVM","fp",0.39,19.5
"2566","SVM","fp",0.4,17
"2567","SVM","fp",0.41,17
"2568","SVM","fp",0.42,16
"2569","SVM","fp",0.43,16
"2570","SVM","fp",0.44,16
"2571","SVM","fp",0.45,16
"2572","SVM","fp",0.46,16
"2573","SVM","fp",0.47,16
"2574","SVM","fp",0.48,15
"2575","SVM","fp",0.49,14.5
"2576","SVM","fp",0.5,14
"2577","SVM","fp",0.51,14
"2578","SVM","fp",0.52,14
"2579","SVM","fp",0.53,14
"2580","SVM","fp",0.54,14
"2581","SVM","fp",0.55,14
"2582","SVM","fp",0.56,14
"2583","SVM","fp",0.57,14
"2584","SVM","fp",0.58,14
"2585","SVM","fp",0.59,14
"2586","SVM","fp",0.6,14
"2587","SVM","fp",0.61,14
"2588","SVM","fp",0.62,14
"2589","SVM","fp",0.63,14
"2590","SVM","fp",0.64,14
"2591","SVM","fp",0.65,14
"2592","SVM","fp",0.66,14
"2593","SVM","fp",0.67,14
"2594","SVM","fp",0.68,14
"2595","SVM","fp",0.69,14
"2596","SVM","fp",0.7,14
"2597","SVM","fp",0.71,14
"2598","SVM","fp",0.72,14
"2599","SVM","fp",0.73,13.5
"2600","SVM","fp",0.74,13
"2601","SVM","fp",0.75,13
"2602","SVM","fp",0.76,12
"2603","SVM","fp",0.77,12
"2604","SVM","fp",0.78,12
"2605","SVM","fp",0.79,12
"2606","SVM","fp",0.8,12
"2607","SVM","fp",0.81,12
"2608","SVM","fp",0.82,12
"2609","SVM","fp",0.83,12
"2610","SVM","fp",0.84,7.5
"2611","SVM","fp",0.85,2
"2612","SVM","fp",0.86,1
"2613","SVM","fp",0.87,1
"2614","SVM","fp",0.88,0
"2615","SVM","fp",0.89,0
"2616","SVM","fp",0.9,0
"2617","SVM","fp",0.91,0
"2618","SVM","fp",0.92,0
"2619","SVM","fp",0.93,0
"2620","SVM","fp",0.94,0
"2621","SVM","fp",0.95,0
"2622","SVM","fp",0.96,0
"2623","SVM","fp",0.97,0
"2624","SVM","fp",0.98,0
"2625","SVM","fp",0.99,0
"2626","SVM","fp",1,0
"2627","SVM","ppv",0,0.61
"2628","SVM","ppv",0.01,0.61
"2629","SVM","ppv",0.02,0.61
"2630","SVM","ppv",0.03,0.61
"2631","SVM","ppv",0.04,0.61
"2632","SVM","ppv",0.05,0.61
"2633","SVM","ppv",0.06,0.615
"2634","SVM","ppv",0.07,0.63
"2635","SVM","ppv",0.08,0.64
"2636","SVM","ppv",0.09,0.64
"2637","SVM","ppv",0.1,0.64
"2638","SVM","ppv",0.11,0.64
"2639","SVM","ppv",0.12,0.655
"2640","SVM","ppv",0.13,0.675
"2641","SVM","ppv",0.14,0.695
"2642","SVM","ppv",0.15,0.705
"2643","SVM","ppv",0.16,0.72
"2644","SVM","ppv",0.17,0.78
"2645","SVM","ppv",0.18,0.8
"2646","SVM","ppv",0.19,0.8
"2647","SVM","ppv",0.2,0.81
"2648","SVM","ppv",0.21,0.81
"2649","SVM","ppv",0.22,0.82
"2650","SVM","ppv",0.23,0.82
"2651","SVM","ppv",0.24,0.82
"2652","SVM","ppv",0.25,0.82
"2653","SVM","ppv",0.26,0.82
"2654","SVM","ppv",0.27,0.82
"2655","SVM","ppv",0.28,0.83
"2656","SVM","ppv",0.29,0.84
"2657","SVM","ppv",0.3,0.84
"2658","SVM","ppv",0.31,0.84
"2659","SVM","ppv",0.32,0.84
"2660","SVM","ppv",0.33,0.84
"2661","SVM","ppv",0.34,0.85
"2662","SVM","ppv",0.35,0.855
"2663","SVM","ppv",0.36,0.86
"2664","SVM","ppv",0.37,0.86
"2665","SVM","ppv",0.38,0.86
"2666","SVM","ppv",0.39,0.865
"2667","SVM","ppv",0.4,0.88
"2668","SVM","ppv",0.41,0.88
"2669","SVM","ppv",0.42,0.89
"2670","SVM","ppv",0.43,0.89
"2671","SVM","ppv",0.44,0.89
"2672","SVM","ppv",0.45,0.89
"2673","SVM","ppv",0.46,0.885
"2674","SVM","ppv",0.47,0.88
"2675","SVM","ppv",0.48,0.89
"2676","SVM","ppv",0.49,0.895
"2677","SVM","ppv",0.5,0.9
"2678","SVM","ppv",0.51,0.9
"2679","SVM","ppv",0.52,0.9
"2680","SVM","ppv",0.53,0.9
"2681","SVM","ppv",0.54,0.9
"2682","SVM","ppv",0.55,0.9
"2683","SVM","ppv",0.56,0.9
"2684","SVM","ppv",0.57,0.9
"2685","SVM","ppv",0.58,0.9
"2686","SVM","ppv",0.59,0.9
"2687","SVM","ppv",0.6,0.9
"2688","SVM","ppv",0.61,0.9
"2689","SVM","ppv",0.62,0.9
"2690","SVM","ppv",0.63,0.9
"2691","SVM","ppv",0.64,0.9
"2692","SVM","ppv",0.65,0.9
"2693","SVM","ppv",0.66,0.9
"2694","SVM","ppv",0.67,0.9
"2695","SVM","ppv",0.68,0.9
"2696","SVM","ppv",0.69,0.9
"2697","SVM","ppv",0.7,0.9
"2698","SVM","ppv",0.71,0.9
"2699","SVM","ppv",0.72,0.9
"2700","SVM","ppv",0.73,0.9
"2701","SVM","ppv",0.74,0.9
"2702","SVM","ppv",0.75,0.9
"2703","SVM","ppv",0.76,0.91
"2704","SVM","ppv",0.77,0.91
"2705","SVM","ppv",0.78,0.91
"2706","SVM","ppv",0.79,0.91
"2707","SVM","ppv",0.8,0.91
"2708","SVM","ppv",0.81,0.905
"2709","SVM","ppv",0.82,0.9
"2710","SVM","ppv",0.83,0.9
"2711","SVM","ppv",0.84,0.915
"2712","SVM","ppv",0.85,0.93
"2713","SVM","ppv",0.86,0.935
"2714","SVM","ppv",0.87,0.92
"2715","SVM","ppv",0.88,1
"2716","SVM","ppv",0.89,1
"2717","SVM","ppv",0.9,1
"2718","SVM","ppv",0.91,1
"2719","SVM","ppv",0.92,1
"2720","SVM","ppv",0.93,1
"2721","SVM","ppv",0.94,1
"2722","SVM","ppv",0.95,1
"2723","SVM","ppv",0.96,1
"2724","SVM","ppv",0.97,1
"2725","SVM","ppv",0.98,1
"2726","SVM","ppv",0.99,1
"2727","SVM","ppv",1,1
"2728","SVM","tn",0,0
"2729","SVM","tn",0.01,0
"2730","SVM","tn",0.02,0
"2731","SVM","tn",0.03,0
"2732","SVM","tn",0.04,0
"2733","SVM","tn",0.05,0
"2734","SVM","tn",0.06,1
"2735","SVM","tn",0.07,5
"2736","SVM","tn",0.08,8
"2737","SVM","tn",0.09,9.5
"2738","SVM","tn",0.1,10
"2739","SVM","tn",0.11,10
"2740","SVM","tn",0.12,13.5
"2741","SVM","tn",0.13,20.5
"2742","SVM","tn",0.14,26.5
"2743","SVM","tn",0.15,30
"2744","SVM","tn",0.16,33.5
"2745","SVM","tn",0.17,48.5
"2746","SVM","tn",0.18,52.5
"2747","SVM","tn",0.19,54
"2748","SVM","tn",0.2,55
"2749","SVM","tn",0.21,56
"2750","SVM","tn",0.22,57
"2751","SVM","tn",0.23,57
"2752","SVM","tn",0.24,57
"2753","SVM","tn",0.25,57
"2754","SVM","tn",0.26,57
"2755","SVM","tn",0.27,57
"2756","SVM","tn",0.28,59.5
"2757","SVM","tn",0.29,62
"2758","SVM","tn",0.3,62
"2759","SVM","tn",0.31,62
"2760","SVM","tn",0.32,62
"2761","SVM","tn",0.33,62
"2762","SVM","tn",0.34,63
"2763","SVM","tn",0.35,65
"2764","SVM","tn",0.36,66
"2765","SVM","tn",0.37,66
"2766","SVM","tn",0.38,66
"2767","SVM","tn",0.39,66.5
"2768","SVM","tn",0.4,69
"2769","SVM","tn",0.41,69
"2770","SVM","tn",0.42,70
"2771","SVM","tn",0.43,70
"2772","SVM","tn",0.44,70
"2773","SVM","tn",0.45,70
"2774","SVM","tn",0.46,70
"2775","SVM","tn",0.47,70
"2776","SVM","tn",0.48,71
"2777","SVM","tn",0.49,71.5
"2778","SVM","tn",0.5,72
"2779","SVM","tn",0.51,72
"2780","SVM","tn",0.52,72
"2781","SVM","tn",0.53,72
"2782","SVM","tn",0.54,72
"2783","SVM","tn",0.55,72
"2784","SVM","tn",0.56,72
"2785","SVM","tn",0.57,72
"2786","SVM","tn",0.58,72
"2787","SVM","tn",0.59,72
"2788","SVM","tn",0.6,72
"2789","SVM","tn",0.61,72
"2790","SVM","tn",0.62,72
"2791","SVM","tn",0.63,72
"2792","SVM","tn",0.64,72
"2793","SVM","tn",0.65,72
"2794","SVM","tn",0.66,72
"2795","SVM","tn",0.67,72
"2796","SVM","tn",0.68,72
"2797","SVM","tn",0.69,72
"2798","SVM","tn",0.7,72
"2799","SVM","tn",0.71,72
"2800","SVM","tn",0.72,72
"2801","SVM","tn",0.73,72.5
"2802","SVM","tn",0.74,73
"2803","SVM","tn",0.75,73
"2804","SVM","tn",0.76,74
"2805","SVM","tn",0.77,74
"2806","SVM","tn",0.78,74
"2807","SVM","tn",0.79,74
"2808","SVM","tn",0.8,74
"2809","SVM","tn",0.81,74
"2810","SVM","tn",0.82,74
"2811","SVM","tn",0.83,74
"2812","SVM","tn",0.84,78.5
"2813","SVM","tn",0.85,84
"2814","SVM","tn",0.86,85
"2815","SVM","tn",0.87,85
"2816","SVM","tn",0.88,86
"2817","SVM","tn",0.89,86
"2818","SVM","tn",0.9,86
"2819","SVM","tn",0.91,86
"2820","SVM","tn",0.92,86
"2821","SVM","tn",0.93,86
"2822","SVM","tn",0.94,86
"2823","SVM","tn",0.95,86
"2824","SVM","tn",0.96,86
"2825","SVM","tn",0.97,86
"2826","SVM","tn",0.98,86
"2827","SVM","tn",0.99,86
"2828","SVM","tn",1,86
"2829","SVM","tp",0,137
"2830","SVM","tp",0.01,137
"2831","SVM","tp",0.02,137
"2832","SVM","tp",0.03,137
"2833","SVM","tp",0.04,137
"2834","SVM","tp",0.05,137
"2835","SVM","tp",0.06,137
"2836","SVM","tp",0.07,137
"2837","SVM","tp",0.08,137
"2838","SVM","tp",0.09,137
"2839","SVM","tp",0.1,137
"2840","SVM","tp",0.11,136.5
"2841","SVM","tp",0.12,135
"2842","SVM","tp",0.13,134
"2843","SVM","tp",0.14,134
"2844","SVM","tp",0.15,134
"2845","SVM","tp",0.16,134
"2846","SVM","tp",0.17,132.5
"2847","SVM","tp",0.18,132
"2848","SVM","tp",0.19,132
"2849","SVM","tp",0.2,132
"2850","SVM","tp",0.21,132
"2851","SVM","tp",0.22,132
"2852","SVM","tp",0.23,132
"2853","SVM","tp",0.24,132
"2854","SVM","tp",0.25,132
"2855","SVM","tp",0.26,132
"2856","SVM","tp",0.27,132
"2857","SVM","tp",0.28,130
"2858","SVM","tp",0.29,128
"2859","SVM","tp",0.3,128
"2860","SVM","tp",0.31,128
"2861","SVM","tp",0.32,128
"2862","SVM","tp",0.33,128
"2863","SVM","tp",0.34,128
"2864","SVM","tp",0.35,127.5
"2865","SVM","tp",0.36,125
"2866","SVM","tp",0.37,124
"2867","SVM","tp",0.38,124
"2868","SVM","tp",0.39,124
"2869","SVM","tp",0.4,124
"2870","SVM","tp",0.41,124
"2871","SVM","tp",0.42,124
"2872","SVM","tp",0.43,124
"2873","SVM","tp",0.44,124
"2874","SVM","tp",0.45,124
"2875","SVM","tp",0.46,123.5
"2876","SVM","tp",0.47,123
"2877","SVM","tp",0.48,122
"2878","SVM","tp",0.49,122
"2879","SVM","tp",0.5,122
"2880","SVM","tp",0.51,122
"2881","SVM","tp",0.52,122
"2882","SVM","tp",0.53,122
"2883","SVM","tp",0.54,122
"2884","SVM","tp",0.55,122
"2885","SVM","tp",0.56,122
"2886","SVM","tp",0.57,122
"2887","SVM","tp",0.58,122
"2888","SVM","tp",0.59,122
"2889","SVM","tp",0.6,121.5
"2890","SVM","tp",0.61,121
"2891","SVM","tp",0.62,121
"2892","SVM","tp",0.63,121
"2893","SVM","tp",0.64,121
"2894","SVM","tp",0.65,121
"2895","SVM","tp",0.66,121
"2896","SVM","tp",0.67,121
"2897","SVM","tp",0.68,121
"2898","SVM","tp",0.69,121
"2899","SVM","tp",0.7,121
"2900","SVM","tp",0.71,121
"2901","SVM","tp",0.72,120.5
"2902","SVM","tp",0.73,120
"2903","SVM","tp",0.74,120
"2904","SVM","tp",0.75,120
"2905","SVM","tp",0.76,119
"2906","SVM","tp",0.77,118
"2907","SVM","tp",0.78,116.5
"2908","SVM","tp",0.79,116
"2909","SVM","tp",0.8,115
"2910","SVM","tp",0.81,114
"2911","SVM","tp",0.82,113
"2912","SVM","tp",0.83,108
"2913","SVM","tp",0.84,77
"2914","SVM","tp",0.85,25
"2915","SVM","tp",0.86,15
"2916","SVM","tp",0.87,12
"2917","SVM","tp",0.88,7
"2918","SVM","tp",0.89,7
"2919","SVM","tp",0.9,4.5
"2920","SVM","tp",0.91,2
"2921","SVM","tp",0.92,1
"2922","SVM","tp",0.93,1
"2923","SVM","tp",0.94,1
"2924","SVM","tp",0.95,0.5
"2925","SVM","tp",0.96,0
"2926","SVM","tp",0.97,0
"2927","SVM","tp",0.98,0
"2928","SVM","tp",0.99,0
"2929","SVM","tp",1,0
"2930","SVM","tpr",0,1
"2931","SVM","tpr",0.01,1
"2932","SVM","tpr",0.02,1
"2933","SVM","tpr",0.03,1
"2934","SVM","tpr",0.04,1
"2935","SVM","tpr",0.05,1
"2936","SVM","tpr",0.06,1
"2937","SVM","tpr",0.07,1
"2938","SVM","tpr",0.08,1
"2939","SVM","tpr",0.09,1
"2940","SVM","tpr",0.1,1
"2941","SVM","tpr",0.11,0.995
"2942","SVM","tpr",0.12,0.99
"2943","SVM","tpr",0.13,0.98
"2944","SVM","tpr",0.14,0.98
"2945","SVM","tpr",0.15,0.98
"2946","SVM","tpr",0.16,0.98
"2947","SVM","tpr",0.17,0.965
"2948","SVM","tpr",0.18,0.96
"2949","SVM","tpr",0.19,0.96
"2950","SVM","tpr",0.2,0.96
"2951","SVM","tpr",0.21,0.96
"2952","SVM","tpr",0.22,0.96
"2953","SVM","tpr",0.23,0.96
"2954","SVM","tpr",0.24,0.96
"2955","SVM","tpr",0.25,0.96
"2956","SVM","tpr",0.26,0.96
"2957","SVM","tpr",0.27,0.96
"2958","SVM","tpr",0.28,0.945
"2959","SVM","tpr",0.29,0.93
"2960","SVM","tpr",0.3,0.93
"2961","SVM","tpr",0.31,0.93
"2962","SVM","tpr",0.32,0.93
"2963","SVM","tpr",0.33,0.93
"2964","SVM","tpr",0.34,0.93
"2965","SVM","tpr",0.35,0.93
"2966","SVM","tpr",0.36,0.915
"2967","SVM","tpr",0.37,0.91
"2968","SVM","tpr",0.38,0.91
"2969","SVM","tpr",0.39,0.91
"2970","SVM","tpr",0.4,0.91
"2971","SVM","tpr",0.41,0.91
"2972","SVM","tpr",0.42,0.91
"2973","SVM","tpr",0.43,0.91
"2974","SVM","tpr",0.44,0.91
"2975","SVM","tpr",0.45,0.91
"2976","SVM","tpr",0.46,0.905
"2977","SVM","tpr",0.47,0.9
"2978","SVM","tpr",0.48,0.89
"2979","SVM","tpr",0.49,0.89
"2980","SVM","tpr",0.5,0.89
"2981","SVM","tpr",0.51,0.89
"2982","SVM","tpr",0.52,0.89
"2983","SVM","tpr",0.53,0.89
"2984","SVM","tpr",0.54,0.89
"2985","SVM","tpr",0.55,0.89
"2986","SVM","tpr",0.56,0.89
"2987","SVM","tpr",0.57,0.89
"2988","SVM","tpr",0.58,0.89
"2989","SVM","tpr",0.59,0.89
"2990","SVM","tpr",0.6,0.885
"2991","SVM","tpr",0.61,0.88
"2992","SVM","tpr",0.62,0.88
"2993","SVM","tpr",0.63,0.88
"2994","SVM","tpr",0.64,0.88
"2995","SVM","tpr",0.65,0.88
"2996","SVM","tpr",0.66,0.88
"2997","SVM","tpr",0.67,0.88
"2998","SVM","tpr",0.68,0.88
"2999","SVM","tpr",0.69,0.88
"3000","SVM","tpr",0.7,0.88
"3001","SVM","tpr",0.71,0.88
"3002","SVM","tpr",0.72,0.88
"3003","SVM","tpr",0.73,0.88
"3004","SVM","tpr",0.74,0.88
"3005","SVM","tpr",0.75,0.88
"3006","SVM","tpr",0.76,0.87
"3007","SVM","tpr",0.77,0.86
"3008","SVM","tpr",0.78,0.85
"3009","SVM","tpr",0.79,0.85
"3010","SVM","tpr",0.8,0.84
"3011","SVM","tpr",0.81,0.83
"3012","SVM","tpr",0.82,0.82
"3013","SVM","tpr",0.83,0.785
"3014","SVM","tpr",0.84,0.565
"3015","SVM","tpr",0.85,0.185
"3016","SVM","tpr",0.86,0.11
"3017","SVM","tpr",0.87,0.085
"3018","SVM","tpr",0.88,0.05
"3019","SVM","tpr",0.89,0.05
"3020","SVM","tpr",0.9,0.035
"3021","SVM","tpr",0.91,0.015
"3022","SVM","tpr",0.92,0.01
"3023","SVM","tpr",0.93,0.01
"3024","SVM","tpr",0.94,0.01
"3025","SVM","tpr",0.95,0.005
"3026","SVM","tpr",0.96,0
"3027","SVM","tpr",0.97,0
"3028","SVM","tpr",0.98,0
"3029","SVM","tpr",0.99,0
"3030","SVM","tpr",1,0
